User ID,Resume Summary
538,"1. Resume Summary: The candidate is a Business Process Analyst with experience in HR operations, project management, and internal audit. They have a strong background in education and have worked in various roles, including teaching and HR operations.

2. Objective: None.

3. Experience: 
- Business Process Analyst at Company Name (2017-Present): Designed and implemented internal audit practices, managed testing internal audit controls, and maintained audit schedules.
- People Infrastructure Operations Coordinator at Company Name (2015-2017): Acted as primary point of contact for North American new hires, administered the applicant tracking system, and managed the onboarding process.
- Operations and HR Specialist at Company Name (2015): Managed the hiring process, provided support for recruiting campaigns, and maintained personnel files.
- English/Language Arts Department Chair at Company Name (2013-2015): Led department meetings, participated in professional development, and interviewed department applicants.
- 8th Grade English/Language Arts Teacher at Martin Gifted and Talented Magnet Middle School (2012-2015): Planned and implemented daily lesson plans and differentiated instruction.
- English/Language Arts Teacher at Company Name (2010-2012): Planned and implemented daily lesson plans and developed interdisciplinary units.
- LanguageArts and Social Studies Teacher at Company Name (2010-2012): Planned and implemented daily lesson plans and coordinated summer sessions.

4. Accomplishments: None.

5. Education: 
- Master of Arts Degree in Education from East Carolina University.
- Bachelor of Science Degree in Education from The University of North Carolina at Greensboro.

6. Projects: None.

7. Skills: 
- Project management
- Project coordination
- Administrative functions
- Content creation
- Employee relations
- Systems administration
- Internal audit
- Risk management
- Curriculum development and facilitation
- Operations support"
539,"1. Resume Summary: The candidate is a Mortgage Banking Document Operations Specialist with over 14 years of experience in mortgage banking, customer service, and operations management. They possess strong analytical, organizational, and communication skills, with expertise in SAP, Lotus Notes, and Microsoft Office.

2. Objective: None

3. Experience: 
- Mortgage Banking Document Mortgage Banking Doc Ops Specialist (March 2009 - Current): Supports team lead functions, monitors documents, prepares paid mortgage files, and creates productivity reports.
- Workforce Management Analyst (July 2007 - August 2008): Analyzed test results, partnered with management teams, and provided training to peers.
- Officer Manager (December 2006 - March 2009): Certified trainer on income tax preparation, advised employees on annual changes, and worked with lenders.
- Containment Quality Inspector (January 1999 - April 2007): Evaluated hardware documentation, inspected products, and prepared formal reports.

4. Accomplishments: None

5. Education: 
- Bachelor of Business Administration in Computer Information Systems from Northeast Louisiana University
- Master of Business Administration in Human Resource Management from the University of Phoenix
- Associate of Applied Science in Process Technology from Louisiana Delta Community College

6. Projects: None

7. Skills: 
- Administrative support
- Automation
- Banking
- Budgets
- Customer Service
- Databases
- Documentation
- Email
- Financial
- Forecasting
- Interpersonal skills
- Laboratory procedures
- Lotus Notes
- Managing
- Microsoft Office (Access, Excel, PowerPoint, Word)
- Negotiation
- Organizational skills
- PC skills
- Policies
- Processes
- Quality
- Reporting
- Research
- Sales
- SAP
- Scheduling
- Staffing
- Tax preparation
- Team lead
- Time management
- Trainer
- Websites
- Workbench
- Written communication"
540,"1. Resume Summary: A dedicated and compassionate educator with over 10 years of experience in teaching and mental health, skilled in working with children with special needs and mental health issues, and possessing strong counseling and problem-solving abilities.

2. Objective: Seeking a role in education or a related field where she can utilize her skills and experience to make a positive impact on the lives of students and families.

3. Experience: 
- Youth Advocate (09/2015 - present): Worked with homeless youth, providing counseling and support to help them achieve their personal, social, academic, and life goals.
- Teacher (06/2011 - 04/2015): Developed and implemented individual educational plans for students with special needs, and provided counseling and support to students with behavioral or academic problems.
- Teacher (06/2008 - 07/2011): Modified the general curriculum for special-needs students, and developed individual educational plans to promote students' educational, physical, or social development.
- Mental Health Case Manager (10/2004 - 06/2011): Maintained confidentiality of client records, encouraged clients to express their feelings, and referred patients to community resources or specialists as necessary.
- Teacher (06/2003 - 07/2007): Developed individual educational plans, encouraged students to persevere with challenging tasks, and differentiated instruction according to student ability and skill level.

4. Accomplishments: 
- Maintained accurate and complete student records as required by laws, district policies, or administrative regulations.
- Developed individual educational plans to promote students' educational, physical, or social development.
- Conferred with parents, administrators, testing specialists, social workers, or other professionals to develop individual education plans.
- Developed or implemented strategies to meet the needs of students with a variety of disabilities.
- Taught students personal development skills, such as goal setting, independence, or self-advocacy.

5. Education: 
- Master of Education in School Administration/Supervision (May 2016) from Liberty University, GPA: 3.57.
- Master of Education in School Administration (June 2006) from Cambridge College, GPA: 3.82.
- Bachelor of Arts in Psychology/Sociology (May 2003) from North Carolina Wesleyan College, GPA: 2.72.
- High School Diploma (June 1997) from Eastern Senior High School.

6. Projects: None.

7. Skills: 
- Mental Health
- Excel
- PowerPoint
- Windows
- Microsoft Word
- Quality Teaching"
541,"1. Resume Summary: Financial Analyst with extensive experience in corporate expenses, budget development, and management. Skilled in financial forecasting, cost control, and procurement, with a strong background in financial accounting procedures and Microsoft products.

2. Objective: Seeking a senior financial analyst or management role where he can utilize his skills in financial analysis, budget development, and process management to drive business growth and optimize operations.

3. Experience: 
- Trip Coordinator at Company Name (01/2018 to 04/2018): Coordinated flight crew and aircraft scheduling, resolved operational failures, and improved operational procedures.
- Manager at Company Name (01/2002 to 12/2012): Managed two departments' operating budgets, developed annual operating plans, and negotiated competitive rates. Compiled and analyzed financial information, managed staff, and presented reports to executive management.

4. Accomplishments: 
- Developed new processes to capture procurement and minimize workflow time for other departments.
- Restructured in response to a changing market and acquisitions while maintaining a competitive cost structure.
- Changed a Non-Manager Financial Technician position into a Manager of Operational Finance position.
- Erased $1.3 million in expenses and implemented innovative ways to cut down on costs.

5. Education: 
- Master of Business Administration in Financial Leadership from Franklin University (05/2009).
- Bachelor of Science in Financial Management from Franklin University (12/2007).
- Bachelor of Science in Business Administration from Franklin University (12/2007).

6. Projects: None.

7. Skills: 
- Financial accounting procedures
- Budget development and management
- Cost control
- Procurement
- Pricing analysis
- Financial forecasting
- Financial analysis
- Microsoft products (Excel, Outlook, Word, NT)
- Process management
- Relationship management
- Reporting and presentations
- Sourcing strategies development
- Performance optimization"
542,"1. Resume Summary: A highly motivated and experienced accountant with over 8 years of experience in finance and accounting, specializing in financial statement management, cost accounting, and budgeting. Proficient in accounting software such as Tally ERP, Peachtree, and Daceasy.

2. Objective: Seeking a long-term or permanent opportunity in accounting, finance, or administration, where skills in financial management, cost accounting, and budgeting can be utilized to contribute to the organization's success.

3. Experience: 
- Accountant, Positive Trading and Contracting (2009-2012): Responsible for balance sheet account reconciliations, daily transactions, and journal entries. Handled job costing and reporting, ensured accounting processes and policies were followed.
- Accountant cum Admin / Finance & HR, Focus Mall (2009): Provided accounting clerical support, coordinated administration department, and handled update tasks to ledgers and journal entries.
- Accountant Trainee / Finance, Tax Matters (2005-2006): Prepared day books, bank reconciliation, stock estimation, and income and expense entries into the accounting system.
- Senior Accountant / Finance, State Media W.L.L (2012-Present): Prepared, examined, and analyzed accounting records, financial statements, and other financial reports. Managed financial strategy and policy, arranged funding, and managed financial risks.

4. Accomplishments: None.

5. Education: 
- Master of Business Administration (MBA) in Finance and Marketing, ICFAI University, India (2008)
- Bachelor of Commerce (B.com) in Tax, Calicut University, India (2005)
- Diploma in Manual and Computer Accounting Packages, Shreeshankaracharya, Kerala, India

6. Projects: None.

7. Skills: 
- Accounting software: Tally ERP, Peachtree, Daceasy
- Proficient in Microsoft Office
- Knowledge of accounting principles, financial statement management, cost accounting, budgeting, and financial analysis
- Experience in payroll, accounts payable and receivable, bank reconciliation, and financial reporting."
543,"1. Resume Summary: The candidate is a seasoned banking professional with over 18 years of experience in customer service, sales, and leadership roles. They have a strong background in relationship management, team leadership, and problem resolution.

2. Objective: The candidate's long-term goal is to work in the training department of BB&T, helping new hires learn about the company. They are passionate about BB&T and aim to continue growing within the organization.

3. Experience: 
- Branch Banker III at BB&T (2006-Present): Managed client relationships, identified financial needs, and provided superior customer service.
- Customer Account Specialist at Company Name (2005): Provided customer service, handled loan cycles, and performed routine transactions.
- Financial Services Representative at Company Name (2004): Developed client relationships, provided financial solutions, and supported sales-related activities.
- Floor Supervisor at Company Name (2003-2004): Assisted store management, recruited and developed staff, and maintained store appearance.

4. Accomplishments: None.

5. Education: 
- High School Diploma from Eastgate Christian Academy (1999).

6. Projects: None.

7. Skills: 
- Team leadership
- Self-motivated
- Strong verbal communication
- Positive attitude
- Strong work ethic
- Excellent customer service skills
- Banking
- Basic computer skills
- Client relationship management
- Credit management
- Financial services
- Insurance
- Investments
- Meetings
- Mail handling
- Office administration
- Policies and procedures
- Problem resolution
- Processes
- Quality control
- Recruiting
- Retail management
- Risk management
- Sales
- Staffing
- Store management
- Supervisor
- Telephone and phone skills"
544,"1. Resume Summary: The candidate is a seasoned Consumer Banking Default Management Supervisor with over 15 years of experience in customer service management, team leadership, and process improvement. They possess strong skills in strategic management, conflict resolution, and staff development.

2. Objective: None.

3. Experience: 
- Consumer Banking Default Management Supervisor (October 2007 to Current): Supervised a team of collectors, managed daily operations, and implemented process improvements to achieve delinquency targets.
- Operations Manager (June 2006 to May 2007): Managed ticketing solutions, interviewed and trained new personnel, and improved service quality.
- Operations Supervisor (November 2003 to June 2006): Oversaw customer inquiries, conflict resolutions, and analyzed department productivity.
- Ticketing Operations Manager (February 2003 to November 2003): Managed ticket office activities, developed relationships with third-party brokers, and implemented anti-fraud security protocols.
- Operations Manager (June 2000 to February 2003): Supervised ticket office staff, developed relationships with entertainers, and managed the annual department budget.
- Ticket Office Operations Manager (August 1998 to June 2000): Managed daily operations of the ticket office, trained representatives in customer service techniques, and solved customer problems.

4. Accomplishments: 
- Reduced staff turnover by 20% in one year by implementing team and morale-building programs.
- Developed Leaders - Management Training Program.

5. Education: 
- Bachelor of Science in Finance, University of Nevada, Las Vegas.

6. Projects: None.

7. Skills: 
- Proficient in Microsoft Office (Word, Excel, Access, PowerPoint), Lotus Notes, Hogan, CPI, CACS, HIS, 10-key, and various other software applications.
- Strong skills in customer service, conflict resolution, team management, strategic management, process improvement, and staff development."
545,"1. Resume Summary: The candidate is an experienced educator and IT professional with over 10 years of experience in teaching, project management, and technical support. They have a strong background in computer science, education, and IT certifications.

2. Objective: To obtain a position in the information technology, personnel development, or computer science field to help manage, develop, and support projects and individuals.

3. Experience: 
- Adjunct Information Technology Instructor (01/2014 to Current) at Company Name, teaching courses in programming languages such as Python, Visual Basic, and C#.
- Information Technology Instructor and School Technology Coordinator (11/2011 to Current) at Company Name, responsible for teaching various IT courses, supporting staff's technological needs, and developing mobile applications.
- Geek Squad Agent (04/2007 to 09/2010) at Company Name, setting up and configuring networks, training new employees, and analyzing software and hardware systems.

4. Accomplishments: 
- Received the Kentucky Colonel Award.
- Served as Vice Chair of the HCHS Curriculum Committee.
- Graduated Cum Laude from Murray State University in 2011.

5. Education: 
- Master of Science in Computer Information Systems (2015) from Murray State University, with an emphasis on Project Management and Data Analysis.
- Master of Arts in Education (2013) from Murray State University, with an emphasis on Educational Technology.
- Bachelor of Science in Education (2011) from Murray State University, with a Middle School Science and Social Studies Emphasis.

6. Projects: None.

7. Skills: 
- Proficient in Google and Microsoft suites.
- Familiar with both the educational and information technology fields.
- Experienced in project management and educating teachers on the use of technology in the classroom.
- Holds various IT certifications, including Comptia Strata IT Fundamentals and Microsoft Technology Associate certifications."
546,"1. Resume Summary: A highly motivated and organized program management professional with experience in team leadership, customer service, and conflict resolution. Skilled in HR operations, talent management, and recruitment, with a strong background in organizational reviews and change management.

2. Objective: Seeking to re-enter the workforce, utilizing skills in team leadership, resource coordination, and customer service to contribute to an organization.

3. Experience: 
- Regional Recruiter (10/2016 to Current) at Company Name, managing full-cycle recruitment processes, maintaining relationships with hiring managers, and ensuring process efficiency.
- Healthcare and Education Coordinator (08/2012 to 01/2014) at Company Name, serving as the principal point of contact for healthcare and education queries, and managing benefits plans and claims.
- Oracle Administration Officer (05/2010 to 09/2011) at Company Name, responsible for financial administration, Oracle system management, and claims processing.
- Lead Pre-Kindergarten Teacher (10/2009 to 05/2010) at Company Name, devising and implementing lesson plans, interacting with parents, and evaluating children's progress.

4. Accomplishments: Successfully posted, recruited, interviewed, and hired hundreds of personnel for British government postings across the world.

5. Education: 
- Bachelor of Arts in Sociology (May 2008) from the University of Maryland, with a minor in Psychology and a 3.6 GPA.
- Associate of Science in Nursing (2018) from Baltimore County Community College, with nursing school prerequisites completed.

6. Projects: None.

7. Skills: 
- Proficient in MS Office, Oracle, and WCN databases.
- Strong interpersonal skills, problem-solving, organizational skills, and time management capabilities.
- Conversational Spanish speaking, intermediate reading and writing.
- Knowledge of international business practices and government structure.
- Official-sensitive security clearance obtained in October 2016."
547,"1. Resume Summary: A highly motivated finance professional with demonstrated proficiency in client relations, financial management, and leadership. Proven track record of achieving goals, boosting revenues, and maintaining professional demeanor.

2. Objective: Seeking a senior finance or management role to leverage expertise in financial management, client relations, and leadership to drive business growth and success.

3. Experience: 
- Manager of Finance (2008-2012): Developed business relations, maintained client databases, and processed customer payments. 
- Insurance Agent (2009-2011): Wrote insurance policies, processed claims, and trained new agents on state and federal regulations. 
- Grocery Manager (2007-2008): Ensured customer service excellence, reviewed financial reports, and managed inventory. 
- Manager (2004-2007): Led staff development, monitored compliance with regulations, and resolved personnel issues.

4. Accomplishments: 
- Successfully avoided bankruptcy by identifying financial instability and formulating a plan.
- Developed a system of ""checks and balances"" to ensure proper resolution of financial situations, resulting in a 95% return of premium after cancellation.
- Trained 27 agents on standard operations and ethical practices, contributing to the company's growth and financial stability.
- Increased revenue by $40,000 through creating new accounts as an Insurance Agent.

5. Education: 
- Bachelor of Science in Organizational Management (2016) from Charleston Southern University.
- Associate of Science (2009) from an unspecified institution.
- Various certifications in store management, restaurant management, medical assistance, and insurance.

6. Projects: None.

7. Skills: 
- Accounts payable and receivable
- Client relations and customer service
- Databases and documentation
- Financing and financial management
- Government regulations and compliance
- Information Technology
- Insurance and risk management
- Inventory and merchandising
- Leadership and staff development
- Office management and payroll
- Policies and procedures
- Quality control and assurance
- Scheduling and staff training
- Troubleshooting and website management"
548,"1. Resume Summary: The candidate is a highly experienced teacher assistant with over 10 years of experience in supporting students with special needs, classroom management, and administrative tasks. They possess strong organizational, communication, and interpersonal skills.

2. Objective: Seeking a challenging position with a company where their skills would be fully utilized, although the specific role or industry is not mentioned.

3. Experience: 
- Teacher Assistant (Sep 2016 - Current) at Company Name, City, State
  - Assisted teachers with instructional tasks, enforced school policies, and supervised students.
- Office Assistant (Oct 2015 - Jan 2016) at Company Name, City, State
  - Performed administrative tasks such as answering phones, sorting mail, and maintaining office supplies.
- Special Education Teacher Assistant (Aug 2013 - Jul 2014) at Company Name, City, State
  - Provided individualized support to students with special needs, tutored students, and assisted with classroom management.
- Substitute Teacher (Aug 2011 - Jun 2014) at Company Name, City, State
  - Taught students with emotional impairments, graded assignments, and maintained order in the classroom.
- Teacher Assistant (Sep 2010 - Jun 2011) at Company Name, City, State
  - Assisted students with special needs, tutored students, and supervised students in various settings.
- Office Assistant (Feb 2010 - Apr 2010) at Company Name, City, State
  - Responded to customer inquiries, documented records, and performed administrative tasks.
- Healthcare Technician (Dec 2006 - May 2007) at Company Name, City, State
  - Provided patient care, recorded vital signs, and assisted with therapy sessions.
- Certified Nursing Assistant (Aug 2005 - Jan 2006) at Company Name, City, State
  - Provided patient care, recorded vital signs, and performed administrative tasks.
- Certified Nursing Assistant (Apr 2005 - May 2005) at Company Name, City, State
  - Provided patient care, assisted with daily living activities, and performed administrative tasks.

4. Accomplishments: None.

5. Education: 
- Certificate in Administrative Assistant (2016) from Wake Tech Community College, City, State
- Certificate (2004) from Wake Tech Community College, City, State
- High School Diploma (2001) from Continental Academy High School, City, State

6. Projects: None.

7. Skills: 
- Organizational Skills
- Written Communications Skills
- Verbal Communication Skills
- Cultural Awareness
- Microsoft Typing Skills
- Ability to Focus
- Efficiency
- Self-Motivation
- Ethical
- Nursing Assistant Certification
- North Carolina Interventions Certification"
549,"1. Resume Summary: A dedicated and hardworking nursing professional with a strong educational background, including a Bachelor of Science in Nursing from Chamberlain University. The candidate has experience as a Patient Care Technician and has worked in various healthcare settings, including hospitals and veterinary clinics.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking. However, based on the information provided, it appears that the candidate is seeking a role as a Registered Nurse or a similar position in the healthcare industry.)

3. Experience: 
- Patient Care Technician (12/2016 to 07/2017): Assisted nurses with pre- and postoperative therapy, collected laboratory specimens, and transported patients.
- Server (06/2010 to 12/2014): Assisted patrons with food and beverage selection, transmitted orders to the bar and kitchen, and protected the establishment and patrons by adhering to sanitation and safety policies.
- Aviation Electronic Technician (09/2005 to 09/2009): Troubleshot and repaired critical electronic equipment on aircraft avionic systems, updated aircraft log books, and supervised junior sailors.
- Veterinary Assistant (07/2000 to 08/2005): Assisted veterinarians with medical examinations, prepared animals for surgery, and performed dental procedures.

4. Accomplishments: 
- Reduced aircraft discrepancies by 30% during tenure as an Aviation Electronic Technician.
- Received the following awards:
  * Salutatorian and Magna Cum Laude graduate from Chamberlain University.
  * Honor Graduate: P-3 Electrical Connector and Wire Repair Organizational Maintenance Course and P-3C Avionics Organizational Level Maintenance Course.
  * Enlisted Aviation Warfare Specialist.
  * Department of the Navy, Good Conduct Award.
  * Navy and Marine Corps Achievement Medal.

5. Education: 
- Bachelor of Science in Nursing from Chamberlain University (June 25, 2017).
- Associate of Arts from Florida State College of Jacksonville (May 6, 2011).

6. Projects: None (The resume does not mention any specific projects the candidate has worked on.)

7. Skills: 
- Anesthesia
- C (programming language)
- Client communication
- Policies and procedures
- Presenting and recording information
- Safety protocols
- Surgery and surgical procedures
- Therapy and treatment
- Vital signs and patient monitoring
- X-rays and laboratory procedures"
550,"1. Resume Summary: The candidate is a banking professional with over 18 years of experience in customer service, sales, and branch management. They possess strong communication and organizational skills, with expertise in financial services and customer relationship building.

2. Objective: Seeking a position that utilizes their strong communication and organizational skills, customer service background, and ability to work well with people.

3. Experience: 
- Branch Banker at Company Name (2004-Present): Provided exceptional customer service, built relationships, and participated in sales efforts. 
- Branch Supervisor at Company Name (2003-2004): Managed daily branch operations, coached team members, and cross-sold bank products and services. 
- Retail Banking Officer at Company Name (1986-1998): Oversaw branch operations, managed teller staff, and provided customer service.

4. Accomplishments: None.

5. Education: Diploma from Hammonton High School.

6. Projects: None.

7. Skills: Proficient in Microsoft Word, Excel, customer service, sales, financial services, and organizational skills."
551,"1. Resume Summary: The candidate is a healthcare professional with over 20 years of experience in various roles, including clinical analyst, nurse, and research coordinator. She has a strong background in healthcare operations, research, and education, with expertise in quality assurance, program evaluation, and staff management.

2. Objective: None.

3. Experience: 
- Healthcare Clinical Analyst (November 2012 to September 2015): Led the appeals department, worked with medical directors and other teams to render appeal decisions, created training materials, and provided process improvement.
- Manager, National Childre'n's Study (January 2011 to November 2012): Managed over 30 employees, developed and implemented QA programs, and prepared statistical reports.
- Oncology Nurse (January 2007 to January 2011): Administered chemotherapy, educated patients, and maintained central lines.
- GI Infusion Nurse (January 2005 to January 2007): Performed venous and arterial punctures, maintained intravascular sites, and educated patients.
- Clinical Research Coordinator (January 2002 to January 2003): Coordinated a DNA collection study and worked with surgeons to identify eligible participants.
- FAST Program Coordinator (January 1999 to January 2001): Recruited, hired, and supervised employees, managed the budget, and coordinated program evaluation.
- Research Coordinator (January 1997 to January 1998): Served as the principal investigator for a study on complementary cancer therapies and analyzed and presented data.

4. Accomplishments: Strengthened the relationship between Battelle and the University of Florida as the Manager of the National Childre'n's Study. Published research papers in Cancer Control and Journal of Psychosomatic Research.

5. Education: 
- Florida State College (2005): Associate Degree in Nursing (ADN)
- Emory University (1998): Master of Public Health
- Harvard University (1995): Special Student Program
- Emory University (1994): Bachelor of Arts in Psychology (GPA: Phi Beta Kappa)

6. Projects: None.

7. Skills: 
- Administrative
- Budget management
- Cancer research
- Chemotherapy administration
- Database management
- DNA collection
- Grant writing
- Law
- Marketing
- Mentorship
- Processes
- Program evaluation
- Quality assurance
- Recruitment
- Research
- Therapy administration
- Venipunctures"
552,"1. Resume Summary: The candidate is a seasoned Information Technology Manager with over 10 years of experience in managing IT support, application development, and aligning business systems with policies and guidelines. They possess strong management, analytical, and problem-solving skills.

2. Objective: Seeking a role in an industry-leading technology company where they can utilize their management, analytical, and problem-solving skills to drive business growth and success.

3. Experience: 
- Information Technology Manager at Company Name (2005-Present): Managed computer support staff, planned and implemented major modifications to the computing environment, and overseen help desk support.
- System Analyst at Company Name (2003-2005): Managed efforts of staff, generated SQL for data population, and maintained existing databases.
- Graduate Assistant-Technical Writer at Company Name (2002-2003): Developed user manuals and training materials, tested web and client-server applications, and utilized web development tools.
- Co-Founder, Business Manager at Company Name (2001-Present): Managed business operations, developed marketing materials, and wrote grants.
- Applications Developer at Company Name (2000-2001): Documented user requirements, led development team, and provided support for billing systems.
- Programmer Analyst at Company Name (1995-2000): Performed tasks in all stages of the system development life cycle, created Oracle database objects, and developed testing strategy.

4. Accomplishments: None.

5. Education: 
- Master of Science in Management Information Systems from the University of Illinois (2003)
- Bachelor of Science in Information and Decision Sciences from the University of Illinois (1995)

6. Projects: None.

7. Skills: 
- Technical skills: ASP.net, Active Directory, Adobe Acrobat, Adobe Dreamweaver, Adobe Photoshop, C++, Crystal Reports 9, databases, database development, HTML, Microsoft Access, Microsoft Office, Microsoft SharePoint, Oracle database, PL/SQL, SAP, SDLC, SQL, Visual Basic, Web Intelligence, Windows Server.
- Soft skills: Strong communication skills, leadership, project management, requirements gathering, system administration, troubleshooting, and strategic planning."
553,"1. Resume Summary: The candidate is a seasoned banking professional with over 7 years of experience in sales and branch management, skilled at informing clients about products and services, and recommending the best options to meet their needs. They possess excellent interpersonal skills and a strong work ethic.

2. Objective: Seeking a fulfilling position that offers growth opportunities and allows the candidate to utilize their leadership skills and experience, although the specific role is not mentioned.

3. Experience: 
- Banking Center Manager at Company Name (August 2012 to Current): Managed a consumer banking center, leading a team of sales and service professionals to meet and exceed sales targets, ensuring operational excellence, and creating an excellent customer experience.
- Personal Banker at Company Name (January 2010 to August 2012): Offered and sold financial products and services to consumer and small business customers, building and deepening relationships by uncovering financial needs and recommending the best products and services.
- Sales and Service Specialist at Company Name (August 2007 to February 2010): Provided customer solutions to moderately complex or escalated issues in a contact center environment, delivering seamless service, sales, and fulfillment requests.

4. Accomplishments: 
- Consistently achieved quarterly goals.
- Helped associates develop for new roles (promotions).
- Selected to Market leadership team for Financial Center Managers.

5. Education: 
- Bachelor of Arts in Corporate Fitness from Minot State (2005) with a Minor in Business Management.
- Associate's degree in Business Administration from Frank Phillips College (1999).

6. Projects: None.

7. Skills: 
- Banking
- Coaching
- Credit
- Client management
- Delivery
- Financial management
- General management
- Leadership
- Managing
- Market management
- Selling
- Sales management"
554,"1. Resume Summary: The candidate is an experienced project manager with nearly five years of experience leading cross-functional teams in the political campaign world, specializing in fundraising, project management, and team leadership. They have a proven track record of delivering results and exceeding fundraising goals.

2. Objective: None (The resume does not explicitly state the candidate's career goals or the type of role they are seeking.)

3. Experience: 
- Senior Advisor and National Fundraising Director (09/2020 to 12/2020): Led a 14-person staff, managed a $4.25MM budget, and implemented a new business strategy to optimize workflow.
- Campaign and Fundraising Special Projects Advisor (01/2020 to 08/2020): Developed budgets, timelines, and KPIs for 8 congressional campaigns, leading each campaign to increase money raised by at least 100%.
- Campaign Chief of Staff and Fundraising Director (03/2019 to 12/2019): Built and oversaw a $4MM budget and advised the Congressman on all political decisions.
- Fundraising Director (11/2018 to 02/2019 and 06/2018 to 11/2018): Led teams to implement fundraising strategies, raising $1.4MM and exceeding fundraising goals.
- Deputy Fundraising Director (12/2017 to 05/2018): Assisted in fundraising efforts and campaign management.
- Litigation Legal Assistant (07/2016 to 08/2017): Provided support in the litigation department and was voted best legal assistant.

4. Accomplishments: 
- Raised $2.25MM in two months, the largest congressional raise in the country over that period.
- Increased engagement across all digital channels by 43%.
- Led each campaign to increase money raised by at least 100%.
- Raised $1.4MM, more than any other campaign in NYC over the same time period.
- Voted best legal assistant in the litigation department.

5. Education: 
- Bachelor of Arts in US History from Emory University (summa cum laude).
- Certificate in Gender and Sexuality, Diversity and Inclusion in the Workplace from the University of Pittsburgh.
- Certificate in Spanish Language from Universidad De Salamanca.

6. Projects: None (The resume does not explicitly mention any specific projects the candidate has worked on.)

7. Skills: 
- Excel and Google Sheets
- Familiarity with multiple CRM
- Databases
- Budgets
- Business Development
- Business strategy
- CRM
- Databases
- Direct mail
- Fundraising
- Legal
- Litigation
- Marketing
- Marketing and Communications
- Problem Solver
- Project Management
- Sales
- Spanish
- Spanish Language
- Strategy
- Website
- Workflow"
555,"1. Resume Summary: A seasoned healthcare professional with over 20 years of experience in healthcare management, client services, and healthcare systems. Skilled in various healthcare information systems, including Meditech, EMR, and Mckesson/Stars. Possesses strong knowledge of healthcare management, client services, and Social Security.

2. Objective: None

3. Experience: 
- Manager Field, Company Name (January 2014 - January 2016): Provided leadership direction to internal and external operations, supervised 6 employees, and ensured smooth operations of the hospital-patient-Change Healthcare partnership.
- Healthcare Representative, Company Name (January 2002 - January 2014): Assisted clients in obtaining maximum coverage for Federal and State Medicaid benefits, traveled to hospitals throughout the district, and acted as an Advocate for patients and families.
- Case Manager, Company Name (January 1996 - January 2002): Determined eligibility and managed ongoing cases, processed applications, and recorded and evaluated personal and financial data.

4. Accomplishments: 
- Met all yearly goals at 95% for district and exceeded in some areas by 3% as a Manager Field.
- Exceeded/Met all performance goals monthly as well as yearly as a Case Manager.

5. Education: Bachelor of Science in Sociology, Albany State College, June 1995.

6. Projects: None

7. Skills: 
- Proficient in Microsoft Office Suite (Excel, Word, and Powerpoint)
- Knowledgeable in various healthcare information systems (Meditech, EMR, Mckesson/Stars, Artiva, Onbase, and Host)
- Licensed Navigator #2984352
- Affordable Care Act Certified
- Knowledgeable in CPT Coding and ICD-10
- Strong customer service and leadership skills"
556,"1. Resume Summary: The candidate is a sales associate with experience in customer service, fitness instruction, and education. They possess strong communication skills and a team player mentality, with a background in business administration and accounting.

2. Objective: To obtain a position with a growing company while promoting quality customer service and performing tasks efficiently.

3. Experience: 
- Personal Trainer & Fitness Instructor at Company Name (2016-Present): Suggested exercise modifications, taught various fitness classes, and maintained a safe environment.
- Fitness Instructor at Company Name (2015-2016): Taught group fitness classes, designed classes to match participants' skill levels, and maintained the studio.
- Vista Representative at Company Name (2015-2016): Assisted with education programs, proctored testing, and helped with unemployment filing.
- Sales Associate at Company Name (2014-2015): Demonstrated team player mentality, provided verbal and written communication, and managed store operations.

4. Accomplishments: None.

5. Education: 
- High School Diploma in General Studies from Corinth High School (2012)
- Associate of Arts in Business Administration Accounting from Northeast MS Community College (2017)

6. Projects: None.

7. Skills: 
- Cash handling
- Professional and friendly demeanor
- Positive attitude and energy
- Quality customer service"
557,"1. Resume Summary: The candidate is a seasoned finance professional with 25 years of experience in government accounting, auditing, and budget management. They possess expertise in financial management, budget analysis, and accounting, with a proven track record of increasing revenue collections.

2. Objective: To attain a full-time position in the accounting and finance field where they can utilize their skills and experience to add value to the company.

3. Experience: 
- Finance Officer (01/1997 to 04/2014): Managed office funds, maintained general ledger, reconciled sub-ledgers, and prepared financial statements.
- Tourism Assistant (01/1994 to 01/1997): Handled accounting and financial reports, entertained visitors, and processed personnel records.
- Finance Officer and Acting BIR Representative (06/1985 to 12/1993): Managed Consulate funds, coordinated activities for fiscal agents, and prepared monthly financial reports.
- Account Examiner (01/1980 to 01/1985): Examined financial reports of Foreign Service posts, prepared reports of disbursements and collections, and liquidated cash advances.

4. Accomplishments: Increased BIR income tax collections by 500% during their tenure as Finance Officer and Acting BIR Representative.

5. Education: 
- Completed US Individual Income Tax Course by H&R Block (1982)
- Passed the Philippine CPA Board Exam (1994)
- Bachelor of Science in Commerce Accounting from the University of Batangas (1975)

6. Projects: None

7. Skills: 
- Accounting and financial management
- Budget analysis and proposal
- Financial statements and reporting
- General ledger and sub-ledger management
- Payroll and personnel management
- Procurement and logistics
- Microsoft Office (Excel, Word, PowerPoint, Publisher)
- QuickBooks
- Tax preparation and planning"
